item_code,item_id,title,brand,category_id,price,list_price,discount_pct,image_url,avg_rating,sales_count,description
645,p1645,"Dell UltraBook 1645 - 16GB RAM, 512GB SSD",Dell,laptop,107801,126825,15,https://picsum.photos/seed/p1645/300/200,4.04,1043,Powerful laptop for productivity and light gaming. Long battery life and slim design.
646,p1646,Canon InkJet 1646 - Wireless Printing,Canon,printer,10096,10096,0,https://picsum.photos/seed/p1646/300/200,4.35,2802,Reliable home-office printer with low-cost cartridges.
647,p1647,Netgear AC2089 Router 1647,Netgear,router,8527,8527,0,https://picsum.photos/seed/p1647/300/200,3.68,942,Fast dual-band WiFi router with parental controls.
648,p1648,"Nikon Mirrorless 1648 - 24MP, 4K Video",Nikon,camera,116900,116900,0,https://picsum.photos/seed/p1648/300/200,3.59,1083,High quality imaging for enthusiasts and vloggers.
649,p1649,TP-Link AC1593 Router 1649,TP-Link,router,2334,2334,0,https://picsum.photos/seed/p1649/300/200,3.58,3490,Fast dual-band WiFi router with parental controls.
650,p1650,"Dell Curved Monitor 1650 - 27""",Dell,monitor,54634,54634,0,https://picsum.photos/seed/p1650/300/200,3.51,4,High-refresh IPS panel with thin bezels and adaptive-sync.
651,p1651,"Apple UltraBook 1651 - 16GB RAM, 512GB SSD",Apple,laptop,109054,114794,5,https://picsum.photos/seed/p1651/300/200,3.39,111,Powerful laptop for productivity and light gaming. Long battery life and slim design.
652,p1652,Bose Wireless Headphones 1652,Bose,headphones,17176,19084,10,https://picsum.photos/seed/p1652/300/200,3.35,871,Comfortable headphones with active noise cancellation.
653,p1653,"Apple Tab 1653 - 10.5"" Display, 64GB",Apple,tablet,50562,56180,10,https://picsum.photos/seed/p1653/300/200,4.88,1654,Portable tablet ideal for media and light productivity.
654,p1654,Bose Wireless Headphones 1654,Bose,headphones,23763,23763,0,https://picsum.photos/seed/p1654/300/200,4.75,554,Comfortable headphones with active noise cancellation.
655,p1655,"Asus Curved Monitor 1655 - 27""",Asus,monitor,45449,53469,15,https://picsum.photos/seed/p1655/300/200,4.68,614,High-refresh IPS panel with thin bezels and adaptive-sync.
656,p1656,"Xiaomi Tab 1656 - 10.5"" Display, 64GB",Xiaomi,tablet,49794,49794,0,https://picsum.photos/seed/p1656/300/200,4.69,4200,Portable tablet ideal for media and light productivity.
657,p1657,"Samsung Curved Monitor 1657 - 27""",Samsung,monitor,21541,22675,5,https://picsum.photos/seed/p1657/300/200,3.27,1213,High-refresh IPS panel with thin bezels and adaptive-sync.
658,p1658,"Nikon Mirrorless 1658 - 24MP, 4K Video",Nikon,camera,90316,95070,5,https://picsum.photos/seed/p1658/300/200,3.75,4499,High quality imaging for enthusiasts and vloggers.
659,p1659,"Nikon Mirrorless 1659 - 24MP, 4K Video",Nikon,camera,125347,131944,5,https://picsum.photos/seed/p1659/300/200,4.85,4402,High quality imaging for enthusiasts and vloggers.
660,p1660,Sony Game Console 1660 - 1TB,Sony,gaming_console,36250,36250,0,https://picsum.photos/seed/p1660/300/200,4.19,3239,Next-gen console delivering immersive gaming experiences.
661,p1661,"Xiaomi Tab 1661 - 10.5"" Display, 64GB",Xiaomi,tablet,16763,19721,15,https://picsum.photos/seed/p1661/300/200,4.03,1477,Portable tablet ideal for media and light productivity.
662,p1662,"Canon Mirrorless 1662 - 24MP, 4K Video",Canon,camera,44659,49621,10,https://picsum.photos/seed/p1662/300/200,3.37,4315,High quality imaging for enthusiasts and vloggers.
663,p1663,"Apple Tab 1663 - 10.5"" Display, 64GB",Apple,tablet,16350,17211,5,https://picsum.photos/seed/p1663/300/200,3.44,4912,Portable tablet ideal for media and light productivity.
664,p1664,"MSI UltraBook 1664 - 16GB RAM, 512GB SSD",MSI,laptop,61088,67876,10,https://picsum.photos/seed/p1664/300/200,4.59,2518,Powerful laptop for productivity and light gaming. Long battery life and slim design.
665,p1665,Canon InkJet 1665 - Wireless Printing,Canon,printer,21672,22813,5,https://picsum.photos/seed/p1665/300/200,3.37,3402,Reliable home-office printer with low-cost cartridges.
666,p1666,"Apple Tab 1666 - 10.5"" Display, 64GB",Apple,tablet,35256,35256,0,https://picsum.photos/seed/p1666/300/200,4.88,1839,Portable tablet ideal for media and light productivity.
667,p1667,"Xiaomi X1667 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,22336,23512,5,https://picsum.photos/seed/p1667/300/200,4.22,3483,High-performance smartphone with excellent camera and display.
668,p1668,"Lenovo Tab 1668 - 10.5"" Display, 64GB",Lenovo,tablet,42718,42718,0,https://picsum.photos/seed/p1668/300/200,3.74,3199,Portable tablet ideal for media and light productivity.
669,p1669,"Asus Curved Monitor 1669 - 27""",Asus,monitor,17927,19919,10,https://picsum.photos/seed/p1669/300/200,3.92,3391,High-refresh IPS panel with thin bezels and adaptive-sync.
670,p1670,Nintendo Game Console 1670 - 1TB,Nintendo,gaming_console,34175,40206,15,https://picsum.photos/seed/p1670/300/200,4.42,4316,Next-gen console delivering immersive gaming experiences.
671,p1671,Nintendo Game Console 1671 - 1TB,Nintendo,gaming_console,23755,23755,0,https://picsum.photos/seed/p1671/300/200,4.75,2956,Next-gen console delivering immersive gaming experiences.
672,p1672,"Lenovo Tab 1672 - 10.5"" Display, 64GB",Lenovo,tablet,23810,23810,0,https://picsum.photos/seed/p1672/300/200,4.38,3479,Portable tablet ideal for media and light productivity.
673,p1673,HP InkJet 1673 - Wireless Printing,HP,printer,10183,10183,0,https://picsum.photos/seed/p1673/300/200,3.33,4662,Reliable home-office printer with low-cost cartridges.
674,p1674,TP-Link AC2162 Router 1674,TP-Link,router,13338,13338,0,https://picsum.photos/seed/p1674/300/200,3.69,1277,Fast dual-band WiFi router with parental controls.
675,p1675,"Apple UltraBook 1675 - 16GB RAM, 512GB SSD",Apple,laptop,81228,85503,5,https://picsum.photos/seed/p1675/300/200,4.76,4111,Powerful laptop for productivity and light gaming. Long battery life and slim design.
676,p1676,"Nikon Mirrorless 1676 - 24MP, 4K Video",Nikon,camera,74487,74487,0,https://picsum.photos/seed/p1676/300/200,3.87,4581,High quality imaging for enthusiasts and vloggers.
677,p1677,Sony Game Console 1677 - 1TB,Sony,gaming_console,57378,57378,0,https://picsum.photos/seed/p1677/300/200,3.66,855,Next-gen console delivering immersive gaming experiences.
678,p1678,"Xiaomi X1678 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,38241,44989,15,https://picsum.photos/seed/p1678/300/200,3.54,265,High-performance smartphone with excellent camera and display.
679,p1679,"LG Smart TV 1679 - 4K UHD, 43""",LG,tv,139486,146827,5,https://picsum.photos/seed/p1679/300/200,4.83,4097,Crisp 4K HDR display with smart OS and multiple HDMI ports.
680,p1680,"LG Smart TV 1680 - 4K UHD, 65""",LG,tv,196864,196864,0,https://picsum.photos/seed/p1680/300/200,3.24,3130,Crisp 4K HDR display with smart OS and multiple HDMI ports.
681,p1681,"Dell Curved Monitor 1681 - 27""",Dell,monitor,55085,55085,0,https://picsum.photos/seed/p1681/300/200,4.51,1319,High-refresh IPS panel with thin bezels and adaptive-sync.
682,p1682,Boat Wireless Headphones 1682,Boat,headphones,22443,26403,15,https://picsum.photos/seed/p1682/300/200,4.23,1248,Comfortable headphones with active noise cancellation.
683,p1683,Nintendo Game Console 1683 - 1TB,Nintendo,gaming_console,42926,47696,10,https://picsum.photos/seed/p1683/300/200,3.73,2421,Next-gen console delivering immersive gaming experiences.
684,p1684,"Apple Tab 1684 - 10.5"" Display, 64GB",Apple,tablet,14262,15847,10,https://picsum.photos/seed/p1684/300/200,4.31,1150,Portable tablet ideal for media and light productivity.
685,p1685,"Apple X1685 - 8GB RAM, 128GB Storage",Apple,smartphone,38733,45568,15,https://picsum.photos/seed/p1685/300/200,4.82,3061,High-performance smartphone with excellent camera and display.
686,p1686,"Vivo X1686 - 8GB RAM, 128GB Storage",Vivo,smartphone,42449,42449,0,https://picsum.photos/seed/p1686/300/200,4.65,2381,High-performance smartphone with excellent camera and display.
687,p1687,TP-Link AC2948 Router 1687,TP-Link,router,6494,7216,10,https://picsum.photos/seed/p1687/300/200,3.39,1476,Fast dual-band WiFi router with parental controls.
688,p1688,"Realme X1688 - 8GB RAM, 128GB Storage",Realme,smartphone,45977,51086,10,https://picsum.photos/seed/p1688/300/200,3.27,1275,High-performance smartphone with excellent camera and display.
689,p1689,"LG Curved Monitor 1689 - 27""",LG,monitor,59744,59744,0,https://picsum.photos/seed/p1689/300/200,3.56,187,High-refresh IPS panel with thin bezels and adaptive-sync.
690,p1690,D-Link AC2501 Router 1690,D-Link,router,2838,2838,0,https://picsum.photos/seed/p1690/300/200,4.34,2125,Fast dual-band WiFi router with parental controls.
691,p1691,"Apple Tab 1691 - 10.5"" Display, 64GB",Apple,tablet,59360,59360,0,https://picsum.photos/seed/p1691/300/200,4.84,3578,Portable tablet ideal for media and light productivity.
692,p1692,Epson InkJet 1692 - Wireless Printing,Epson,printer,7172,7549,5,https://picsum.photos/seed/p1692/300/200,3.22,3757,Reliable home-office printer with low-cost cartridges.
693,p1693,"Xiaomi Tab 1693 - 10.5"" Display, 64GB",Xiaomi,tablet,44124,44124,0,https://picsum.photos/seed/p1693/300/200,3.26,1537,Portable tablet ideal for media and light productivity.
694,p1694,Netgear AC2430 Router 1694,Netgear,router,12635,12635,0,https://picsum.photos/seed/p1694/300/200,3.71,2514,Fast dual-band WiFi router with parental controls.
695,p1695,Sony Wireless Headphones 1695,Sony,headphones,20707,23008,10,https://picsum.photos/seed/p1695/300/200,3.93,1449,Comfortable headphones with active noise cancellation.
696,p1696,Boat Wireless Headphones 1696,Boat,headphones,19562,19562,0,https://picsum.photos/seed/p1696/300/200,4.57,850,Comfortable headphones with active noise cancellation.
697,p1697,"Vivo X1697 - 8GB RAM, 128GB Storage",Vivo,smartphone,21588,21588,0,https://picsum.photos/seed/p1697/300/200,4.34,3445,High-performance smartphone with excellent camera and display.
698,p1698,"Sony Smart TV 1698 - 4K UHD, 65""",Sony,tv,128786,143096,10,https://picsum.photos/seed/p1698/300/200,3.21,3069,Crisp 4K HDR display with smart OS and multiple HDMI ports.
699,p1699,"LG Smart TV 1699 - 4K UHD, 55""",LG,tv,128715,128715,0,https://picsum.photos/seed/p1699/300/200,4.54,4251,Crisp 4K HDR display with smart OS and multiple HDMI ports.
700,p1700,Microsoft Game Console 1700 - 1TB,Microsoft,gaming_console,52870,52870,0,https://picsum.photos/seed/p1700/300/200,4.8,3198,Next-gen console delivering immersive gaming experiences.
701,p1701,"Xiaomi Tab 1701 - 10.5"" Display, 64GB",Xiaomi,tablet,22622,25136,10,https://picsum.photos/seed/p1701/300/200,4.63,2131,Portable tablet ideal for media and light productivity.
702,p1702,Bose Wireless Headphones 1702,Bose,headphones,9376,11030,15,https://picsum.photos/seed/p1702/300/200,4.77,645,Comfortable headphones with active noise cancellation.
703,p1703,Microsoft Game Console 1703 - 1TB,Microsoft,gaming_console,29290,34459,15,https://picsum.photos/seed/p1703/300/200,4.63,3097,Next-gen console delivering immersive gaming experiences.
704,p1704,"Canon Mirrorless 1704 - 24MP, 4K Video",Canon,camera,100937,100937,0,https://picsum.photos/seed/p1704/300/200,3.44,2146,High quality imaging for enthusiasts and vloggers.
705,p1705,"Apple Tab 1705 - 10.5"" Display, 64GB",Apple,tablet,23629,23629,0,https://picsum.photos/seed/p1705/300/200,3.56,3439,Portable tablet ideal for media and light productivity.
706,p1706,D-Link AC2855 Router 1706,D-Link,router,11692,12307,5,https://picsum.photos/seed/p1706/300/200,4.02,4915,Fast dual-band WiFi router with parental controls.
707,p1707,Sony Wireless Headphones 1707,Sony,headphones,32810,34537,5,https://picsum.photos/seed/p1707/300/200,3.4,1777,Comfortable headphones with active noise cancellation.
708,p1708,"Lenovo UltraBook 1708 - 16GB RAM, 512GB SSD",Lenovo,laptop,52593,61874,15,https://picsum.photos/seed/p1708/300/200,4.31,3826,Powerful laptop for productivity and light gaming. Long battery life and slim design.
709,p1709,"Asus Curved Monitor 1709 - 27""",Asus,monitor,22458,26421,15,https://picsum.photos/seed/p1709/300/200,3.73,1686,High-refresh IPS panel with thin bezels and adaptive-sync.
710,p1710,"Asus Curved Monitor 1710 - 27""",Asus,monitor,34328,36135,5,https://picsum.photos/seed/p1710/300/200,4.73,526,High-refresh IPS panel with thin bezels and adaptive-sync.
711,p1711,"LG Curved Monitor 1711 - 27""",LG,monitor,42766,42766,0,https://picsum.photos/seed/p1711/300/200,3.51,2643,High-refresh IPS panel with thin bezels and adaptive-sync.
712,p1712,TP-Link AC1702 Router 1712,TP-Link,router,14271,14271,0,https://picsum.photos/seed/p1712/300/200,4.42,1751,Fast dual-band WiFi router with parental controls.
713,p1713,"Samsung Curved Monitor 1713 - 27""",Samsung,monitor,14744,14744,0,https://picsum.photos/seed/p1713/300/200,4.18,3454,High-refresh IPS panel with thin bezels and adaptive-sync.
714,p1714,D-Link AC1605 Router 1714,D-Link,router,5996,5996,0,https://picsum.photos/seed/p1714/300/200,4.22,4842,Fast dual-band WiFi router with parental controls.
715,p1715,TP-Link AC1783 Router 1715,TP-Link,router,7705,9065,15,https://picsum.photos/seed/p1715/300/200,4.76,320,Fast dual-band WiFi router with parental controls.
716,p1716,Epson InkJet 1716 - Wireless Printing,Epson,printer,12634,14863,15,https://picsum.photos/seed/p1716/300/200,4.52,4045,Reliable home-office printer with low-cost cartridges.
717,p1717,Sony Game Console 1717 - 1TB,Sony,gaming_console,16919,16919,0,https://picsum.photos/seed/p1717/300/200,4.6,1136,Next-gen console delivering immersive gaming experiences.
718,p1718,"Xiaomi X1718 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,19536,19536,0,https://picsum.photos/seed/p1718/300/200,3.28,2492,High-performance smartphone with excellent camera and display.
719,p1719,"Xiaomi X1719 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,43377,43377,0,https://picsum.photos/seed/p1719/300/200,4.48,3385,High-performance smartphone with excellent camera and display.
720,p1720,"Dell Curved Monitor 1720 - 27""",Dell,monitor,37652,39634,5,https://picsum.photos/seed/p1720/300/200,4.41,2891,High-refresh IPS panel with thin bezels and adaptive-sync.
721,p1721,Bose Wireless Headphones 1721,Bose,headphones,28512,31680,10,https://picsum.photos/seed/p1721/300/200,3.38,1709,Comfortable headphones with active noise cancellation.
722,p1722,Nintendo Game Console 1722 - 1TB,Nintendo,gaming_console,26404,29338,10,https://picsum.photos/seed/p1722/300/200,4.86,4206,Next-gen console delivering immersive gaming experiences.
723,p1723,"Xiaomi Smart TV 1723 - 4K UHD, 50""",Xiaomi,tv,199900,199900,0,https://picsum.photos/seed/p1723/300/200,4.47,1970,Crisp 4K HDR display with smart OS and multiple HDMI ports.
724,p1724,"Asus UltraBook 1724 - 16GB RAM, 512GB SSD",Asus,laptop,47493,47493,0,https://picsum.photos/seed/p1724/300/200,3.46,4113,Powerful laptop for productivity and light gaming. Long battery life and slim design.
725,p1725,Netgear AC1308 Router 1725,Netgear,router,7767,7767,0,https://picsum.photos/seed/p1725/300/200,3.88,4866,Fast dual-band WiFi router with parental controls.
726,p1726,"Fujifilm Mirrorless 1726 - 24MP, 4K Video",Fujifilm,camera,45713,53780,15,https://picsum.photos/seed/p1726/300/200,3.37,1855,High quality imaging for enthusiasts and vloggers.
727,p1727,Nintendo Game Console 1727 - 1TB,Nintendo,gaming_console,35893,37782,5,https://picsum.photos/seed/p1727/300/200,4.4,2359,Next-gen console delivering immersive gaming experiences.
728,p1728,"HP UltraBook 1728 - 16GB RAM, 512GB SSD",HP,laptop,148481,164979,10,https://picsum.photos/seed/p1728/300/200,3.44,104,Powerful laptop for productivity and light gaming. Long battery life and slim design.
729,p1729,"Asus Curved Monitor 1729 - 27""",Asus,monitor,8637,8637,0,https://picsum.photos/seed/p1729/300/200,4.03,2027,High-refresh IPS panel with thin bezels and adaptive-sync.
730,p1730,"Dell Curved Monitor 1730 - 27""",Dell,monitor,40974,40974,0,https://picsum.photos/seed/p1730/300/200,3.72,2749,High-refresh IPS panel with thin bezels and adaptive-sync.
731,p1731,"Asus Curved Monitor 1731 - 27""",Asus,monitor,26443,31109,15,https://picsum.photos/seed/p1731/300/200,4.02,2211,High-refresh IPS panel with thin bezels and adaptive-sync.
732,p1732,Sony Wireless Headphones 1732,Sony,headphones,29227,29227,0,https://picsum.photos/seed/p1732/300/200,3.53,3094,Comfortable headphones with active noise cancellation.
733,p1733,"Xiaomi X1733 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,30931,30931,0,https://picsum.photos/seed/p1733/300/200,3.27,4260,High-performance smartphone with excellent camera and display.
734,p1734,Epson InkJet 1734 - Wireless Printing,Epson,printer,8610,8610,0,https://picsum.photos/seed/p1734/300/200,4.09,2373,Reliable home-office printer with low-cost cartridges.
735,p1735,Nintendo Game Console 1735 - 1TB,Nintendo,gaming_console,53867,53867,0,https://picsum.photos/seed/p1735/300/200,4.03,41,Next-gen console delivering immersive gaming experiences.
736,p1736,D-Link AC1302 Router 1736,D-Link,router,9238,9724,5,https://picsum.photos/seed/p1736/300/200,3.44,1611,Fast dual-band WiFi router with parental controls.
737,p1737,Netgear AC1795 Router 1737,Netgear,router,12616,12616,0,https://picsum.photos/seed/p1737/300/200,4.72,2474,Fast dual-band WiFi router with parental controls.
738,p1738,Microsoft Game Console 1738 - 1TB,Microsoft,gaming_console,28246,31385,10,https://picsum.photos/seed/p1738/300/200,4.14,2466,Next-gen console delivering immersive gaming experiences.
739,p1739,"Canon Mirrorless 1739 - 24MP, 4K Video",Canon,camera,121173,127551,5,https://picsum.photos/seed/p1739/300/200,4.06,2929,High quality imaging for enthusiasts and vloggers.
740,p1740,"Samsung Curved Monitor 1740 - 27""",Samsung,monitor,49513,58251,15,https://picsum.photos/seed/p1740/300/200,4.74,1987,High-refresh IPS panel with thin bezels and adaptive-sync.
